Pathway	test.results.p.value	test.results.p.adj	test.results.vote.rank	test.results.avg.rank	test.results.med.rank	test.results.min.pvalue	test.results.min.rank	test.results.avg.logfc	test.results.avg.logfc.dir	test.results.direction	test.results.significance	Big_pathway
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.21244653908999245	0.3129297691950495	3150	5295.9	4828	0.011870187984979649	1224	0.659573347560966	0.3877227046536019	0.6	2.03303888908439	gmtcustom
GO_VACUOLAR_LUMEN	0.21249180798817993	0.3129581014243949	1890	6343.3	4748.5	0.01187302796800532	1887	0.6655028762117268	0.07764216444054443	-0.2	2.5712536967080823	gmtcustom
GSE40274_CTRL_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	0.2125224435957081	0.31296487743035734	11290	6892.7	6475.5	0.011874950007026692	1013	0.7655756097159744	0.43008475893661174	0.2	1.9338937095990603	gmtcustom
GO_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL	0.2127730252731559	0.3132955091632297	4200	8463.8	8500.5	0.01189067384979793	3159	0.5188486647934116	-0.29875237600458865	-0.6	0.7255865529244937	gmtcustom
GSE29615_CTRL_VS_LAIV_FLU_VACCINE_PBMC_DN	0.21286861907058174	0.31339787750734394	5395	7458.9	8451.5	0.011896673553472	2135	0.7981868171741755	-0.6100056715935053	-0.6	1.1868164551692615	gmtcustom
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	0.21290102719402865	0.31340720645351683	3505	7415.85	6089.5	0.011898707724744863	1601	0.5530766404583093	-0.10739755233585857	-0.2	1.5846626080727324	gmtcustom
MODULE_28	0.21354582081095416	0.314317902775619	10370	7366.4	8769	0.011939196245105768	845	0.4584889975222316	0.33426959168795684	0.6	1.846767071662821	gmtcustom
MORF_ORC1L	0.21361279142988499	0.3143279912600105	4075	8107.2	7952.5	0.011943403338284257	2781	0.6138569835036469	-0.4567924224547055	-0.6	1.3574074515326557	gmtcustom
KAYO_AGING_MUSCLE_DN	0.21363111959024086	0.3143279912600105	9215	6701.95	6304	0.011944554772338157	2474	0.6172665777612918	-0.3335226023737376	-0.6	1.0835641120365724	gmtcustom
FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP	0.21359037764786432	0.3143279912600105	3600	4256.75	4836	0.011941995266972828	70	0.733155156069421	0.26303709364881966	0.2	2.3844223165385228	gmtcustom
GSE17721_LPS_VS_CPG_16H_BMDC_UP	0.21376493965215906	0.31448639573596915	11445	7077.3	6709.5	0.011952962552274717	1599	0.7084469307436707	0.34371989759055016	0.6	1.7219266694210942	gmtcustom
GO_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	0.21389085155187124	0.31459463189832915	2340	4836.2	3547	0.011960874711771461	846	0.7792556577497701	-0.16156296689507937	-0.2	3.204695548602532	gmtcustom
PID_ARF6_TRAFFICKING_PATHWAY	0.21388417579960914	0.31459463189832915	4485	8441.3	8354	0.011960455184926326	1598	0.5130273235936942	-0.5319821738589775	-1	0.6288299137486449	gmtcustom
LAU_APOPTOSIS_CDKN2A_UP	0.21392456641910781	0.31459705366209983	5955	6078.45	6356.5	0.011962993519741066	847	0.7026517361524129	0.14542237900131125	0.2	2.162385074868823	gmtcustom
GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN	0.2139448393384632	0.31459705366209983	11995	6739.2	7911	0.011964267611200915	168	0.7322565479474471	-0.18234087796754556	-0.2	2.293739208776164	gmtcustom
GSE3982_MAC_VS_NEUTROPHIL_UP	0.2140362942858413	0.3146930398251099	11025	6345.2	7541	0.011970015665190832	164	0.6763131252540849	0.08216825716170964	0.2	1.893251719421927	gmtcustom
GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_UP	0.21410076343048212	0.31474933070781774	6835	7985.55	8414	0.011974068010701756	2784	0.4673119687903258	0.2194690181308001	0.2	1.4334198644080802	gmtcustom
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	0.21423691446323181	0.3149109744145891	6410	7044.8	6930.5	0.011982627111903217	1932	0.7185739517815773	-0.376366170906004	-0.6	2.7806837525309946	gmtcustom
MORF_IFNA1	0.2144752521355398	0.31516659700941047	3295	7443.2	6783.5	0.011997613543525371	2788	0.4617040016463564	0.049529287954195936	-0.2	1.9772772148973654	gmtcustom
MAHAJAN_RESPONSE_TO_IL1A_UP	0.21448947093702578	0.31516659700941047	10680	4735.4	4514.5	0.01199850774390712	902	0.9214631237132217	0.6865344485525878	0.6	4.416974126033946	gmtcustom
GO_RECEPTOR_SIGNALING_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	0.21447087261394127	0.31516659700941047	5840	8468.45	10010	0.011997338124683132	927	0.5274425997152933	-0.22430944880218623	-0.6	0.7488935441766247	gmtcustom
GO_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	0.21458188536737013	0.31525495402440434	2110	7435.6	7666	0.012004319931939506	2106	0.5480445930395423	-0.3338884571427495	-0.2	1.4016250805585946	gmtcustom
TCTAGAG_MIR517	0.21460205380431752	0.31525495402440434	2725	7079.1	8440.5	0.01200558846466487	1609	0.45429562843910487	-0.3168251119283315	-0.6	0.9790534547586525	gmtcustom
GSE14308_TH1_VS_INDUCED_TREG_DN	0.21489032255252796	0.3156398542771186	7755	6798.65	6518.5	0.012023723066327131	252	0.6987810434139131	0.7236966865180096	1	1.343555889723186	gmtcustom
OSMAN_BLADDER_CANCER_DN	0.214948120912136	0.3156417056195971	2635	6879	6709.5	0.012027359845155816	2634	0.7726346806348271	-0.22620883731497607	-0.2	1.6983226878501092	gmtcustom
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN	0.21493334135789466	0.3156417056195971	3455	4745.95	4987	0.012026429864282017	690	0.8292720010640191	0.5769825949000108	0.6	3.168851091192551	gmtcustom
GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_DN	0.21497035553678073	0.3156417056195971	6065	6890.95	6793	0.012028758956280352	2414	0.6820336797964964	-0.04837097384059065	0.2	1.4298095304054115	gmtcustom
GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_DN	0.2151322275470015	0.31580223560172244	10230	5382.25	6325	0.012038945868188244	451	0.6688326546123909	-0.024197893817235604	-0.2	1.558358397223392	gmtcustom
GSE17721_LPS_VS_GARDIQUIMOD_12H_BMDC_UP	0.21512859681629917	0.31580223560172244	8210	8004.95	8628.5	0.01203871735755396	1611	0.7173265637416008	-0.07705976038519544	-0.2	1.1147062615155519	gmtcustom
GO_MITOCHONDRION_LOCALIZATION	0.21516766814731345	0.31581569460303477	7455	6345.1	5704	0.012041176478559353	1946	0.7655330492560992	0.060799069036925134	-0.2	3.828091399595906	gmtcustom
JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN	0.21558171663492257	0.3163847900950316	1880	5622.15	4049.5	0.012067243536662635	1877	0.8552125886170567	-0.5433382703690867	-0.2	2.728220362499638	gmtcustom
MODULE_356	0.21565683654966863	0.31645640041059164	11160	5871.1	5847.5	0.012071974227040266	853	0.7313047805557036	-0.10442101380965932	-0.2	1.8611670373128573	gmtcustom
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN	0.2157092839077825	0.3164947274326197	8260	5770.75	6477.5	0.0120752773641861	1473	0.7031221781990405	-0.22054823923851644	-0.2	3.5130090098885667	gmtcustom
GSE11961_MEMORY_BCELL_DAY7_VS_MEMORY_BCELL_DAY40_UP	0.21601952407563532	0.31691123979902514	6990	5626.75	4226.5	0.012094820597893172	854	0.7556459048932336	-0.30993137423890016	-0.2	1.9778405308968432	gmtcustom
GSE43863_DAY6_EFF_VS_DAY150_MEM_TFH_CD4_TCELL_UP	0.21609492117780987	0.31692148663041325	4165	6108.8	6488	0.012099571264068307	653	0.7397556212071313	0.1530876513829766	0.2	2.718879446112809	gmtcustom
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.21610560069124843	0.31692148663041325	1465	3711.5	2972.5	0.012100244200400958	576	1.115256262582488	-1.1614486077332553	-1	4.467723467513662	gmtcustom
GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN	0.216054744950033	0.31692148663041325	10845	6990.1	7430	0.012097039762007808	2470	0.6073079683791742	-0.5932427863400702	-1	0.9494345466859332	gmtcustom
GNF2_MBD4	0.21655197697124506	0.31752627394997857	2705	6036.15	4730	0.012128379006443112	2085	0.7938812958498471	-0.06877163549080319	0.6	3.1741322882030354	gmtcustom
ACACTGG_MIR199A_MIR199B	0.2165708277277992	0.31752627394997857	6730	6460.55	7101.5	0.012129567492451384	831	0.6866151974620485	-0.04447288410750241	-0.2	0.9445612926370344	gmtcustom
GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_UP	0.21661697061640411	0.3175551955829017	11275	7763.65	7839	0.012132476783569152	1619	0.6595201927086694	0.1944433300286541	0.2	1.8372130691885478	gmtcustom
GSE27786_NKCELL_VS_NEUTROPHIL_DN	0.21671718234616805	0.31766336409990076	2020	5373.8	5035	0.01213879565475591	1185	0.7970196202167638	-0.3614343540939005	-0.6	2.3027748694648467	gmtcustom
GNF2_RAP1B	0.21680757008065565	0.3177571080150648	1925	5098.15	4402.5	0.012144495730698875	1063	0.6026047961395663	-0.5596340841717529	-1	2.500376222729282	gmtcustom
GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_UP	0.2171360417378216	0.3181997266524873	6550	4687.8	4296	0.012165215236001347	707	0.7832456510928941	-0.5274798081503259	-0.6	2.3528209930062087	gmtcustom
GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_UP	0.21719603949298652	0.31824885308936995	1800	5600.3	4591.5	0.012169000697485133	873	0.5888663856808007	0.23382431142000554	0.6	2.5332644651958507	gmtcustom
GSE5589_WT_VS_IL6_KO_LPS_STIM_MACROPHAGE_180MIN_DN	0.21765247251811615	0.31877732456058894	6765	8088.15	8011.5	0.012197807629805756	2723	0.5505215475330925	0.11096024371029757	0.2	1.8291719636329882	gmtcustom
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	0.21760924914165322	0.31877732456058894	1735	5481.75	5986	0.012195078981468571	507	0.9228623705371923	-0.45326060800302004	-0.6	3.412183328102067	gmtcustom
GO_NEGATIVE_REGULATION_OF_LOCOMOTION	0.21766640776235455	0.31877732456058894	6975	6160.8	6973	0.012198687378305761	1378	0.7187597131356084	-0.6301021648504878	-1	1.936372006853637	gmtcustom
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_DN	0.21768929850410734	0.31877732456058894	1020	5879	4064	0.012200132530299862	696	0.788950619191019	0.691392809288033	0.6	3.281354465330965	gmtcustom
GO_REGULATION_OF_SPINDLE_ORGANIZATION	0.21765317639532133	0.31877732456058894	3725	6375.05	5874.5	0.012197852066051737	1542	0.6548625714169473	-0.20801574931588476	-0.6	1.2101063198700182	gmtcustom
MORI_PRE_BI_LYMPHOCYTE_DN	0.21779366625699412	0.3188136461367908	4560	6885.45	6559	0.01220672204683651	1646	0.6837915085063374	-0.42783238830411247	-0.6	2.4364059801257225	gmtcustom
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.21779254932180192	0.3188136461367908	7165	6961	6945	0.012206651521945645	1605	0.4856540426814102	-0.502342543506134	-1	1.430146166367682	gmtcustom
GO_POLY_A_RNA_BINDING	0.21777591824985995	0.3188136461367908	12020	8066.3	8616.5	0.01624093904192256	802	0.5844762246403354	-0.12624127381886696	-0.2	1.538980740911623	gmtcustom
GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	0.2179397980609952	0.31894987977735856	9705	6268.35	5685.5	0.012215949843799263	1314	0.9683016954065968	-0.3675661919988398	-0.6	2.9288164103970526	gmtcustom
GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP	0.21792146298054	0.31894987977735856	5940	6771.1	5698.5	0.012214791947111664	1238	0.9548906524146549	-0.4399249216363823	-0.6	3.9763648143257173	gmtcustom
MORF_RRM1	0.21812067472517402	0.3191757310859789	4565	4487.65	4471.5	0.012227373946101823	377	0.72035200516466	0.16490320302328326	0.2	3.572432715126548	gmtcustom
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_DN	0.21815259880395105	0.3191835917992083	2555	5402.7	4878	0.012229390519612388	504	0.5921242629115124	0.6293484578328575	1	2.7392454751300104	gmtcustom
GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_UP	0.21821992969628695	0.3192432487378685	7880	5952.45	6509.5	0.012233643919774521	331	0.7388183609187673	0.735930776521741	1	1.8140127008775495	gmtcustom
GR_01	0.21825025838608175	0.31924876564359805	8560	7682.95	8799.5	0.012235559945303641	1170	0.5752078158576162	-0.2953437147689726	-0.6	0.9426879283647062	gmtcustom
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN	0.21840907814814028	0.3194033489560577	1085	6157.95	6702	0.01224559459230629	1083	0.6497871359000873	-0.44324627864814087	-0.6	2.2835563014456493	gmtcustom
GSE31082_DP_VS_CD4_SP_THYMOCYTE_DN	0.21839467384770136	0.3194033489560577	10650	6534.35	7140.5	0.012244684411144503	444	0.6988664433005554	-0.103850467322955	-0.2	1.919087843135518	gmtcustom
chr2p16	0.21864697188747015	0.3197123523974308	2310	6788.85	5978	0.01226062896398456	889	0.6415243970469646	0.3592316176186995	0.6	2.7204576283526696	gmtcustom
GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_DN	0.21886242469524914	0.31998847084183774	3330	6373.05	7201	0.012274248870209907	1345	0.780079964492548	-0.1296257941220983	-0.2	2.565739437577434	gmtcustom
GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_DN	0.21913245686258442	0.32034431034234795	9385	6274.35	5516.5	0.012291324065379623	1032	0.987549594665574	-0.37813677170107185	-0.2	3.956751875879592	gmtcustom
GO_MACROMITOPHAGY	0.21930371449199854	0.3205550691415067	4170	6831.95	6870	0.012302156265538036	2819	0.6646303900555995	-0.6904307206685097	-1	2.1409884500410326	gmtcustom
ZF5_B	0.21940995831430973	0.3205550691415067	1490	5523.05	5683	0.012308877418186355	1490	0.6839854104360563	0.13117595742207755	0.2	2.212284341159297	gmtcustom
GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	0.21937377558752594	0.3205550691415067	5795	3544.1	2896.5	0.01230658834394148	899	0.7671181545559255	-0.1429909588648937	-0.2	3.8396733610082574	gmtcustom
ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF	0.21936295411124418	0.3205550691415067	7365	5955.15	6317.5	0.012305903750590987	1736	0.8543392422292014	0.05449206072821337	0.2	3.331721915709508	gmtcustom
GSE43955_1H_VS_20H_ACT_CD4_TCELL_UP	0.2194029700899119	0.3205550691415067	6430	6664.65	6743.5	0.012308435305330642	2077	0.6845832228241013	-0.34309664887876845	-0.6	1.4067125560072276	gmtcustom
GSE1112_OT1_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_UP	0.2199693312912966	0.3213332520904941	8695	6394.65	6993.5	0.012344278578908886	1096	0.7036083609213701	-0.6422947076899299	-1	2.378952595379263	gmtcustom
GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_UP	0.22021495111320682	0.3216529680840655	1435	4455.15	5149.5	0.012359830795218884	603	0.8622974115881133	0.18229188698478213	0.2	4.4700156436440786	gmtcustom
GO_ACTIVATION_OF_JUN_KINASE_ACTIVITY	0.22029864635040905	0.3217361229228851	8395	8661.1	9669.5	0.012365131293919203	1642	0.39167155430016387	-0.13421405665885572	-0.2	0.3463985502673166	gmtcustom
GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_48H_DN	0.2208899266790626	0.322560472377188	6605	6189.9	4593.5	0.012402593042812845	2118	0.6085596297693887	0.12741261333873888	0.2	1.7701629721632601	gmtcustom
GO_CELLULAR_RESPONSE_TO_UV	0.22105395295652333	0.3227607881076603	11130	6936.1	6336.5	0.012412990041488449	1645	0.5646708014750214	0.16922131280888927	0.2	1.103538375914222	gmtcustom
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN	0.22126613396919081	0.32303135735288346	7680	6843.4	6625.5	0.012426442470593387	860	0.7029101981528963	0.3765748957590981	0.2	3.8904488592397466	gmtcustom
GNATENKO_PLATELET_SIGNATURE	0.22130102707888616	0.32304306575777664	6810	5220.7	5262	0.012428655052286608	1014	0.7459718366820847	-0.1829518961776631	-0.2	2.9910159078747185	gmtcustom
GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN	0.2213991510985891	0.32314706111657837	4865	5222.35	3632	0.012434877628285624	1293	0.7186777851157378	-0.7170062146676238	-1	2.577764155483796	gmtcustom
CCTGAGT_MIR510	0.22143256658102844	0.3231565961964966	2670	4660.95	4744.5	0.012436996855216759	749	0.7031350589488369	-0.7535389012992386	-1	2.555361449560994	gmtcustom
GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_DN	0.22152641760031277	0.3232543173067929	9245	5430.35	5116.5	0.012442949396883727	276	0.7730080839144001	-0.20498923256279977	-0.2	2.6001709275884934	gmtcustom
GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP	0.22155678050988054	0.3232593832393827	4295	4598.7	4024	0.01244487532357098	1389	0.8137780027626285	0.8088621588803696	1	3.149022249939469	gmtcustom
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_8H_UP	0.22174333045397696	0.32349230283825936	11980	9377.8	10699.5	0.012456709798000986	3050	0.5339010091954988	-0.3886733603826539	-0.6	0.6233186808815797	gmtcustom
GSE6875_TCONV_VS_TREG_DN	0.22182751789690927	0.32357585155184404	8210	6821.35	7907	0.012462051417279409	532	0.6394014295957673	-0.012547627632156267	-0.2	1.2917274410118915	gmtcustom
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.22187180653684957	0.32360118737921245	325	6550.2	5119.5	0.012464861712943889	324	0.5409222152190051	-0.37873341241367475	-0.6	2.507546990231781	gmtcustom
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN	0.2219601322805871	0.3236048406157347	7285	6162.2	6770.5	0.012470466797014749	835	0.6443192888601443	-0.20571048961997335	-0.2	2.13800057608518	gmtcustom
PID_AJDISS_2PATHWAY	0.22197051002444174	0.3236048406157347	1615	6209.8	6595.5	0.012471125400378178	1613	0.5376085470307823	-0.0878873126627863	-0.2	1.434999015206163	gmtcustom
GO_HEAT_SHOCK_PROTEIN_BINDING	0.22190401974910026	0.3236048406157347	9605	5450.25	5330.5	0.012466905868704485	778	0.6356064274118562	0.6299192113839523	1	2.5555442880767445	gmtcustom
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.2219819911585848	0.3236048406157347	2300	7556.1	8354	0.012471854037987598	1132	0.5086602063816019	-0.1384752698313649	-0.2	1.1582641889726717	gmtcustom
GCM_DENR	0.22210284665217708	0.3237417630175604	11390	7089.75	7461	0.01247952461933678	934	0.6013322944517796	-0.6282695291065677	-1	1.6882427805630276	gmtcustom
TFIII_Q6	0.22233827538827444	0.32401174999829296	4150	6496.85	6519	0.012494470304976319	2205	0.6037872946188616	-0.3252014212809701	-0.6	2.658181072193717	gmtcustom
AP2_Q6	0.22234197868196645	0.32401174999829296	6770	6288.25	5375.5	0.01249470543492778	835	0.6655548397518005	-0.07523854961621787	-0.2	1.8731885857095136	gmtcustom
GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	0.2224091341548786	0.32407032747585396	4230	5995.1	4712	0.01249896946253596	2406	0.676210613265865	-0.19210659499318747	-0.2	2.188545574596849	gmtcustom
GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_DN	0.22267296869554296	0.3243827775422662	6345	5914.3	5317	0.012515724988562502	2230	0.6551695212998294	-0.16860250437666596	-0.2	3.7840780681453645	gmtcustom
GO_REGULATION_OF_ION_TRANSPORT	0.22267753766565015	0.3243827775422662	10635	6265.6	5584.5	0.012516015200953743	269	0.740958070276112	-0.34620122539052545	-0.6	2.5817011930877984	gmtcustom
ESC_V6.5_UP_EARLY.V1_UP	0.2229970864102918	0.3248089150294581	4520	6530.5	7420	0.012536316357546429	2500	0.5921219988711166	-0.46688329354797153	-0.6	2.4608704803937202	gmtcustom
GSE17721_POLYIC_VS_CPG_1H_BMDC_UP	0.22307542344940198	0.32488365220320586	10075	7087.15	6198.5	0.012541294375296923	1824	0.5748415538198434	-0.5421179673506926	-1	1.5282353383027252	gmtcustom
GO_TELOMERASE_HOLOENZYME_COMPLEX	0.22332118188398534	0.32520217170531646	1065	6650.2	5492.5	0.012556914474298811	1065	0.538087915310162	0.21872989418159183	0.2	1.3970517345780868	gmtcustom
GO_RESPONSE_TO_WOUNDING	0.2236867934454412	0.3256951240319342	8940	7397.3	8055.5	0.012580160979088949	165	0.6825869267352493	-0.402555836584038	-0.6	2.0633600857622003	gmtcustom
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN	0.22395826137052638	0.3260508974125103	9585	7523.8	8081	0.012597428323434337	1314	0.6336148901173283	-0.5694211088839258	-1	2.1905483362873985	gmtcustom
GSE17721_CTRL_VS_CPG_0.5H_BMDC_UP	0.2241821478428596	0.3263373212907502	8160	7624.2	7584.5	0.012611673457900185	2507	0.7635793573161802	-0.25751421717885126	-0.2	0.9995663817893182	gmtcustom
KRASNOSELSKAYA_ILF3_TARGETS_DN	0.22426721292310808	0.3264216208437683	5035	5412	4998.5	0.012617086883343549	1011	0.8686350724003999	0.30919791730508256	0.2	1.6100182700821295	gmtcustom
CUI_TCF21_TARGETS_2_DN	0.2243284342812971	0.32647031075954397	11770	5843.25	6045	0.012620983275901998	65	0.7073500195671996	-0.38434099855160175	-0.6	2.0979070868248937	gmtcustom
GCM_SIRT2	0.22435498188042532	0.32647031075954397	8070	8874.45	9725	0.012622672970975878	2974	0.45299135439390414	-0.19417282631406954	-0.2	0.5869652505880649	gmtcustom
GO_POSITIVE_REGULATION_OF_AXON_EXTENSION	0.22455843609278484	0.32672681678423704	3680	6083.75	4953	0.012635624198996175	699	1.0909103064272185	0.36682258116879385	-0.2	4.426304112345695	gmtcustom
GO_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION	0.22484303834961894	0.32710131477680854	9125	6432.55	7161	0.012653746462713576	147	0.7682428275549557	-0.002706606082426344	-0.2	3.054082271752176	gmtcustom
FOXO1_01	0.22488663796826025	0.3271251542856312	6320	6537.7	5726.5	0.012656523259698028	1662	0.6565783033950304	-0.6515716658678152	-1	1.5859498689056317	gmtcustom
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_DN	0.2250212363265704	0.3272813408205327	3435	6331.7	6206	0.012665096571710256	1043	0.6022308668168234	-0.3569527910554051	-0.6	2.1321476153885963	gmtcustom
MODULE_426	0.22543978448317584	0.327850429382078	7455	6364.95	6508	0.012691765254350246	2514	1.483484571424164	-0.10204585304570797	-0.6	2.456532075116309	gmtcustom
KOYAMA_SEMA3B_TARGETS_DN	0.22573323041964613	0.3282374698045925	4135	7506.25	7793.5	0.012710470949125733	164	0.7302867031384128	-0.2975636275880193	-0.6	2.4154994176242797	gmtcustom
GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_DN	0.22579520694132393	0.3282878788874764	8415	5696.2	5231.5	0.012714422500446186	1502	0.7576370410910742	0.16761346848746259	0.2	2.120662984953136	gmtcustom
GO_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	0.22586032091621858	0.3283428368283787	11035	9190.65	9625.5	0.012718574415884115	1324	0.3625973392615168	-0.3485504683965226	-1	0.3787240807455559	gmtcustom
GO_REGULATION_OF_TISSUE_REMODELING	0.225906097147959	0.32836967277093293	1615	6223.1	5817.5	0.012721493481654224	1612	0.8968074742795061	0.3506115091790658	0.2	1.6279481020325348	gmtcustom
CAIRO_HEPATOBLASTOMA_CLASSES_DN	0.22595117659099676	0.32839548951763653	7335	6292.35	7167	0.012724368274763252	1410	1.0093059834108857	0.2350782972590043	0.2	3.836231095127526	gmtcustom
CREB_Q2_01	0.22604620127246372	0.32849388122537315	4270	7011.25	7639.5	0.012730428682107317	2533	0.664429142395084	-0.6656474914510283	-1	1.1552251417620811	gmtcustom
JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER	0.2261337437328041	0.32858137718022945	6745	7549.5	8574	0.012736012520014956	1956	0.41785356444694804	0.05911624210359892	0.2	1.6624486889054595	gmtcustom
GSE19941_UNSTIM_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN	0.22643399455959004	0.32897788839749	6220	5280.4	4050.5	0.012755168379936031	460	0.6745599872410405	0.1582256859561319	0.2	1.7552539142215822	gmtcustom
BURTON_ADIPOGENESIS_9	0.2265149154705182	0.32905568566418114	2055	7520	7058	0.012760332303916284	2054	0.5799848088831392	-0.5381453091645522	-0.6	1.6038620115808073	gmtcustom
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP	0.22664659009702112	0.3292071845766422	8440	6500.85	6929.5	0.012768736145817526	713	0.5936592988906758	0.19109739859270625	0.2	2.48262064007043	gmtcustom
GO_FAT_CELL_DIFFERENTIATION	0.22670737977839506	0.329255697996386	8735	6293.65	7239	0.012772616371473235	1087	0.6516650755078092	-0.3957400185912466	-0.6	1.1304033138532483	gmtcustom
IK3_01	0.22673657766344463	0.32925832327763566	10645	8648.2	9044	0.012774480185241733	954	0.6598133687662815	-0.1187142854613011	-0.2	0.9134274585304729	gmtcustom
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_UP	0.22680083063069548	0.32931184744674363	6130	7680.85	7908	0.012778581935752582	1671	0.6400996645921693	-0.10041082392748826	-0.2	1.0128246057211916	gmtcustom
GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_DN	0.2268451978270056	0.3293364882944969	7065	4979.65	4003	0.012781414416830028	1132	0.6229431027107089	-0.31058593130112927	-0.6	2.065841228332398	gmtcustom
GCANCTGNY_MYOD_Q6	0.2271556516158228	0.3297473841412638	11650	6471.8	7195	0.012801238662983572	556	0.692415766037867	-0.7238512276428857	-1	2.119047626173611	gmtcustom
BENPORATH_SUZ12_TARGETS	0.22732696996394122	0.32994071183277124	9190	5217.4	4911.5	0.012812181556719359	994	0.774503696794374	-0.8243193842991104	-1	2.9148134076100196	gmtcustom
chr17p11	0.22734372482412812	0.32994071183277124	11550	6802	6884	0.012813251890715773	2374	0.9220220032727283	-0.8290817821819806	-1	1.7799854955144254	gmtcustom
GSE1925_CTRL_VS_3H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN	0.227401328678475	0.32998447272379866	2535	5565.15	5589	0.012816931908425129	1414	0.8464434623592297	-0.11901622075425108	-0.2	2.891599494831828	gmtcustom
GO_ACTIN_MYOSIN_FILAMENT_SLIDING	0.22795397831531333	0.3307465025139869	9975	7925.1	7934.5	0.012852251139455057	744	0.45579895139212223	0.2321150496691379	0.2	1.7322280158418921	gmtcustom
